gardiner_code,gardiner_source,unicode_cp,unicode,unikemet_code,jsesh_code,category,description,function,core
S27,kEH_HG,132F2,U+132F2,S027,S27,S-15-006,A horizontal strip of cloth with two fringes.,Logogram (clothing),C
S28,kEH_JSesh,132F3,U+132F3,S028,S28,S-15-013,"A horizontal strip of cloth with fringes, combined with a folded piece of cloth (S29).",Classifier clothing,C
S29,kEH_HG,132F4,U+132F4,S029,S29,S-15-019,A folded piece of cloth.,Phonemogram,C
S30,kEH_HG,132F5,U+132F5,S030,S30,S-15-027,"A horned desert viper (Cerastes cerastes) (I9), written over a folded piece of cloth (S29).",Phonemogram,L
S31,kEH_HG,132F6,U+132F6,S031,S31,S-15-024,"A sickle (U1), written over a folded piece of cloth (S29).",Phonemogram,L
S32,kEH_HG,132F7,U+132F7,S032,S32,S-15-055,"A rectangular piece of cloth, with sloping fringes on its front short side, without internal decoration.",Phonemogram,C
S33,kEH_HG,132F8,U+132F8,S033,S33,S-16-001,A sandal.,Classifier sandal,C
S34,kEH_HG,132F9,U+132F9,S034,S34,S-17-001,"A tie or strap, used with sandals (ankh sign).",Logogram (life),C
S35,kEH_HG,132FA,U+132FA,S035,S35,S-19-001,"A sun shade, made of a staff which holds feathers at the top, resembling a half circle, with internal detail.","Classifier shadow, shade",C
,,132FB,U+132FB,S035A,,S-19-002,,,L
S36,kEH_HG,132FC,U+132FC,S036,S36,S-20-001,"A sun shade, made of a staff which holds feathers at the top, resembling a half circle, without internal detail.","Logogram (shadow, shade)",C
S37,kEH_HG,132FD,U+132FD,S037,S37,S-21-002,"A one handed fan, with a handle resembling a stem of papyrus with a bud (M13).",Logogram (fan),C
S38,kEH_HG,132FE,U+132FE,S038,S38,S-22-001,A crook.,Phonemogram,C
S39,kEH_HG,132FF,U+132FF,S039,S39,S-25-021,A shepherd's crook.,Logogram (shepherd's crook),C
S40,kEH_HG,13300,U+13300,S040,S40,S-23-001,"A sceptre with a straight shaft, a forked base, topped with the head of the Seth animal.",Phonemogram,C
S41,kEH_HG,13301,U+13301,S041,S41,S-23-010,"A sceptre with a spiral shaft, a forked base, topped with the head of the Seth animal.",Classifier sceptre,C
S42,kEH_HG,13302,U+13302,S042,S42,S-24-001,A sceptre.,Phonemogram,C
S43,kEH_HG,13303,U+13303,S043,S43,S-25-001,A staff which widens towards the bottom.,Phonemogram,C
,,13304,U+13304,S044,,S-25-014,"A vertical staff, with a flagellum (S45) attached to the back.","Classifier staff, sceptre",C
S45,kEH_HG,13305,U+13305,S045,S45,S-26-001,"A flagellum or flail, with the stick oriented forwards.",Logogram (flagellum),C
S56,kEH_HG,13306,U+13306,S046,S56,S-05-001,A head-cloth.,Phonemogram,C
T1,kEH_HG,13307,U+13307,T001,T1,T-01-013,"A mace with cup or dish shaped head, written horizontally.",Phonemogram,C
T2,kEH_HG,13308,U+13308,T002,T2,T-01-001,"A mace with a pear-shaped head, written 45 degree forwards.","Classifier striking, hitting",C
T3,kEH_HG,13309,U+13309,T003,T3,T-01-004,"A mace with a pear-shaped head, written vertically.",Phonemogram,C
T43,kEH_HG,1330A,U+1330A,T003A,T43,T-01-049,"A mace with pear shaped head, written vertically (T3), on top of a sand covered mountain over the edge of the cultivated areas (N26).",Phonemogram,C
T4,kEH_HG,1330B,U+1330B,T004,T4,T-01-039,"A mace with pear shaped head, written vertically, with a strap around the handle, loop towards the front.",Phonemogram,C
T5,kEH_HG,1330C,U+1330C,T005,T5,T-01-025,"A cobra in repose (Naja haje) (I10), written over a mace with a pear-shaped head, written vertically (T3).",Phonemogram,L
T6,kEH_HG,1330D,U+1330D,T006,T6,T-01-032,"Two cobras in repose (Naja haje) (I10), arranged vertically, written over a mace with a pear-shaped head, written vertically (T3).",Phonemogram,L
T7,kEH_HG,1330E,U+1330E,T007,T7,T-03-007,An axe with a round blade and a curved handle.,"Logogram (carpenter, shipwright)",C
T7A,kEH_HG,1330F,U+1330F,T007A,T7A,T-03-005,"An axe with a hourglass-shaped blade, with a straight handle, written vertically.","Classifier axe, battle-axe",C
T8,kEH_HG,13310,U+13310,T008,T8,T-05-004,A dagger within a round tipped sheath.,Phonemogram,C
T8A,kEH_HG,13311,U+13311,T008A,T8A,T-05-005,A dagger with a pointed tip.,Phonemogram,C
T9,kEH_HG,13312,U+13312,T009,T9,T-06-001,"A bow, written horizontally, with a rectangular central section, with the tips of the bow forming a bowl-shaped loop.","Classifier bow, weapon",C
T9A,kEH_HG,13313,U+13313,T009A,T9A,T-06-010,"A bow, written horizontally, with a straight middle section, with the limbs forming a bowl-shaped loop.",Phonemogram,C
T10,kEH_HG,13314,U+13314,T010,T10,T-06-004,"A composite bow, with handle bound to the bowstring when out of use.",Logogram (bow),C
T11,kEH_HG,13315,U+13315,T011,T11,T-07-007,An arrow with rounded fletching.,Phonemogram,C
T60B,kEH_HG,13316,U+13316,T011A,,T-07-021,,,C
T12,kEH_HG,13317,U+13317,T012,T12,T-08-001,"A bowstring, coiled up, with a loop at the front end, and the back end angled downwards, with a loop on it.",Phonemogram,C
T13,kEH_HG,13318,U+13318,T013,T13,T-09-004,"Pieces of wood, lashed together with the top piece at an angle, with a loop and tie at the back.",Phono-repeater,C
T14,kEH_HG,13319,U+13319,T014,T14,T-09-006,"A throwing-stick, or a club used by foreign people.",Phono-repeater,C
T15,kEH_HG,1331A,U+1331A,T015,T15,T-09-022,"A throwing-stick, or a club used by foreign people (T14), angled backwards.",Phonemogram,C
T16,kEH_HG,1331B,U+1331B,T016,T16,T-10-001,"A scimitar (khopesh), written horizontally.","Classifier curved blade, scimitar",C
T16A,kEH_HG,1331C,U+1331C,T016A,T16A,T-10-002,"A scimitar (khopesh), written vertically, blade curving forwards, with a handle resembling a stem of papyrus with a bud (M13).","Classifier strong arm, power, strength",C
T17,kEH_HG,1331D,U+1331D,T017,T17,T-11-001,A chariot.,Logogram (chariot),C
T18,kEH_HG,1331E,U+1331E,T018,T18,T-12-002,"A shepherd's crook with a package lashed to it, with a tie above and below the package.","Logogram (follower, retainer)",C
T19B,kEH_HG,1331F,U+1331F,T019,T19B,T-13-004,A harpoon-head with two horizontal strokes on top and an angled stroke below a curl as point. ,Classifier bone,C
T20,kEH_HG,13320,U+13320,T020,T20,T-13-005,"A harpoon-head with one horizontal stroke on top, and two angled strokes as point.",Classifier harpoon,C
T21,kEH_HG,13321,U+13321,T021,T21,T-13-031,"An one-barbed harpoon, with handle, written horizontally.","Logogram (one, sole)",C
T22,kEH_HG,13322,U+13322,T022,T22,T-13-048,"A two-barbed arrowhead, with the point facing downwards.",Phonemogram,C
T23,kEH_HG,13323,U+13323,T023,T23,T-13-054,"A rounded two-barbed arrowhead, with the point facing downwards.",Phonemogram,C
T24,kEH_HG,13324,U+13324,T024,T24,T-14-011,A net used for fishing or fowling.,"Classifier catching, netting",C
T25,kEH_HG,13325,U+13325,T025,T25,T-15-009,"A float, made of reed, with a tie towards the front at the top.",Phonemogram,C
T26,kEH_HG,13326,U+13326,T026,T26,T-16-014,"A bird trap consisting of a horizontal beam and vertical beam, with two lines running from the horizontal beam to the vertical beam, crossing in the middle.","Classifier catching, netting",C
T27,kEH_HG,13327,U+13327,T027,T27,T-16-020,"A bird trap, with a horizontal and vertical pole, with one line running from the front of the horizontal beam to the middle of the vertical beam, and one line running from the middle of the horizontal beam to the top of the vertical beam.","Classifier weaving, woven material",C
T28,kEH_HG,13328,U+13328,T028,T28,T-17-002,A butcher's block.,Phonemogram,C
T29,kEH_HG,13329,U+13329,T029,T29,T-18-048,"A knife with a rounded blade and rounded handle (T30), written on top of a butcher's block (T28).",Logogram (place of slaughter),C
T30,kEH_HG,1332A,U+1332A,T030,T30,T-18-042,A knife with a rounded blade and rounded handle.,"Classifier cutting, slaughter",C
T31,kEH_JSesh,1332B,U+1332B,T031,T31,T-18-039,A knife sharpener with a rounded body and a loop at the back.,Phonemogram,C
T32,kEH_JSesh,1332C,U+1332C,T032,T32,T-18-056,"A knife sharpener with a rounded body and a loop at the back (T31), on top of legs in a walking posture, feet orientated towards the reading direction (D54)",Phonemogram,C
S123,kEH_HG,1332D,U+1332D,T032A,S123,S-15-032,"A knife sharpener with a rounded body and a loop at the back (T31), written over a folded piece of cloth (S29).",Phonemogram,L
T33,kEH_HG,1332E,U+1332E,T033,T33,T-19-004,"A knife sharpener, with a thin, curved body, and a loop at the end.",Logogram (butcher),C
,,1332F,U+1332F,T033A,,T-19-005,,,L
T34,kEH_HG,13330,U+13330,T034,T34,T-19-001,"A vertical slaughtering knife, with cup-shaped handle.",Classifier knife,C
T35,kEH_HG,13331,U+13331,T035,T35,T-19-003,"A vertical slaughtering knife, without distinct handle.",Logogram (knife),C
,,13332,U+13332,T036,,T-02-001,"A shield with a rounded top, with a loop on top, with a boss in the center of the shield.",Classifier shield,C
U1,kEH_HG,13333,U+13333,U001,U1,U-01-001,A sickle.,Phonemogram,C
U2,kEH_HG,13334,U+13334,U002,U2,U-01-003,A sickle with a more horizontal blade.,Phonemogram,C
U3,kEH_HG,13335,U+13335,U003,U3,U-01-004,"An eye (D4), written above the blade of a sickle (U1).","Phonemogram (in mꜣꜣ, to see)",L
U4,kEH_HG,13336,U+13336,U004,U4,U-01-007,"A platform with a sloping front (Aa11), written above the blade of a sickle (U1).",Phonemogram,L
U5,kEH_HG,13337,U+13337,U005,U5,U-01-006,"A platform with a sloping front (Aa11), written above the blade of a sickle with a more horizontal blade (U2).",Phonemogram,L
U6,kEH_HG,13338,U+13338,U006,U6,U-02-001,"A hoe with a rope connecting the two pieces, written at an angle.",Phonemogram,C
,,13339,U+13339,U006A,,U-02-003,,,L
,,1333A,U+1333A,U006B,,U-02-004,,,L
U7,kEH_HG,1333B,U+1333B,U007,U7,U-02-006,"A hoe with a rope connecting the two pieces, written horizontally.",Phonemogram,L
U8,kEH_HG,1333C,U+1333C,U008,U8,U-02-010,A hoe without a rope connecting the two pieces.,Phonemogram,C
U9,kEH_HG,1333D,U+1333D,U009,U9,U-03-008,"A grain measure, with a forward and downward line of grain coming from the front.",Classifier grain/barley,C
U10,kEH_HG,1333E,U+1333E,U010,U10,U-03-007,"A grain measure, with a forward and downward line of grain coming from the front, with three grains of corn, arranged horizontally (M33), above the grain measure.","Logogram (harvest, crop)",C
U11,kEH_HG,1333F,U+1333F,U011,U11,U-03-009,"A grain measure, with a forward and downward line of grain coming from the front, with a hook on top of the measure, resembling a crook (S38).","Logogram (bushel (a corn measure, 10 hin))",C
U12,kEH_HG,13340,U+13340,U012,U12,U-03-010,"A grain measure, with a forward and downward line of grain coming from the front, with a vertical human finger (D50) on top of the measure.","Logogram (bushel (a corn measure, 10 hin))",C
U13,kEH_HG,13341,U+13341,U013,U13,U-05-014,"A plough, with a crossbar and two vertical lines on the end of the long beam.",Classifier plough/plowed material,C
U14,kEH_HG,13342,U+13342,U014,U14,U-05-008,"Two branches of wood, joined at one end.",Phono-repeater,C
U15,kEH_HG,13343,U+13343,U015,U15,U-06-001,A sledge.,Phonemogram,C
U16,kEH_HG,13344,U+13344,U016,U16,U-06-005,"A sledge, with the head of a canine at the front, with a rectangle on the sledge.",Phonemogram,C
U17,kEH_HG,13345,U+13345,U017,U17,U-07-002,"A hoe or pick excavating a rectangular pool, with the handle angling downwards.",Phonemogram,C
U18,kEH_HG,13346,U+13346,U018,U18,U-07-001,"A hoe or pick excavating a rectangular pool with sloping sides (N38), with the handle angling downwards.","Logogram (to found, to establish, to hunt, to lay (a trap))",C
U19,kEH_HG,13347,U+13347,U019,U19,U-08-001,An adze.,Phonemogram,C
U20,kEH_HG,13348,U+13348,U020,U20,U-08-007,An adze without the downward curve at the end of the handle.,Phonemogram,C
U21,kEH_HG,13349,U+13349,U021,U21,U-08-012,"An adze, with an attached blade at the front (U19A), in a piece of wood.",Phonemogram,C
U22,kEH_HG,1334A,U+1334A,U022,U22,U-09-008,A chisel with a conical handle and short blade.,Phono-repeater,C
U23,kEH_HG,1334B,U+1334B,U023,U23,U-09-025,"A hairpin or burin, with a horizontal line above and below the oval of the pin.",Phonemogram,C
U23A,kEH_HG,1334C,U+1334C,U023A,U23A,U-09-026,"A hairpin or burin, without the horizontal line on the top.",Phonemogram,C
U24,kEH_HG,1334D,U+1334D,U024,U24,U-09-085,"A drill, with a half-circle handle, with a backward tick on top of the handle, with a forked drill-bit with a horizontal line on top of the forked drill-bit, with a short vertical stroke next to the drill, connected to the handle.",Logogram (craftsman),C
U25,kEH_JSesh,1334E,U+1334E,U025,U25,U-09-076,"A stoneworker's drill weighted at the top with stones, lashed together with strings.",Logogram (craft),C
U26,kEH_HG,1334F,U+1334F,U026,U26,U-09-088,"A drill with a truncated pyramid-shaped handle, with a round drill-bit with a horizontal line over it. ",Logogram (to open),C
U27,kEH_HG,13350,U+13350,U027,U27,U-09-015,"A drill for drilling holes in beads, with a rectangular handle, and a round drill bit.",Classifier to open,C
U28,kEH_HG,13351,U+13351,U028,U28,U-10-001,A fire-drill in a piece of wood.,Phonemogram,C
U29,kEH_HG,13352,U+13352,U029,U29,U-10-003,A fire-drill on top of a piece of wood.,Phonemogram,C
U29A,kEH_HG,13353,U+13353,U029A,U29A,U-10-006,"A spiral, winding counterclockwise away from its central point, ending at the right lower corner after about one and a half turns (Z7), written behind a fire-drill in a piece of wood (U28).",Phonemogram,L
U30,kEH_HG,13354,U+13354,U030,U30,U-11-005,A pottery kiln.,Phonemogram,C
U31,kEH_HG,13355,U+13355,U031,U31,U-20-001,A baker's raker or two crossed castanet sticks.,Classifier to restrain,C
U32,kEH_HG,13356,U+13356,U032,U32,U-12-001,"A pestle, inside a round-bottomed mortar.","Logogram (to pound, to crush)",C
,,13357,U+13357,U032A,,U-12-008,A pestle with a handle/tick at the front.,Phono-repeater,C
U33,kEH_HG,13358,U+13358,U033,U33,U-12-011,A pestle.,Phonemogram,C
U34,kEH_HG,13359,U+13359,U034,U34,U-13-001,A spindle.,Phonemogram,C
U35,kEH_HG,1335A,U+1335A,U035,U35,U-13-007,"A horned desert viper (Cerastes cerastes) (I9), written over a spindle (U34).",Phonemogram,L
U36,kEH_HG,1335B,U+1335B,U036,U36,U-14-001,A club used by washermen for beating laundry.,Phonemogram,C
U37,kEH_HG,1335C,U+1335C,U037,U37,U-15-002,A razor.,Logogram (razor),C
U38,kEH_HG,1335D,U+1335D,U038,U38,U-16-004,"A balance, with a plummet resembling a heart (F34).",Logogram (balance),C
U39,kEH_HG,1335E,U+1335E,U039,U39,U-16-033,"The pole of a balance, on a horizontal base, with a angled line on each side as support.","Classifier balance, scale",C
U40,kEH_HG,1335F,U+1335F,U040,U40,U-16-026,The semi-Hieratic form of a pole of a balance.,Phonemogram,C
U41,kEH_HG,13360,U+13360,U041,U41,U-22-001,The plummet of a balance.,Classifier plummet,C
U116,kEH_HG,13361,U+13361,U042,U116,U-04-001,A staff or pole with a two-pronged end piece for holding down snakes.,Logogram (staff),C
V1,kEH_HG,13362,U+13362,V001,V1,V-01-003,A coil of rope.,Logogram (100),C
,,13363,U+13363,V001A,,V-01-005,,200,C
,,13364,U+13364,V001B,,V-01-006,,300,C
,,13365,U+13365,V001C,,V-01-007,,400,C
,,13366,U+13366,V001D,,V-01-008,,500,C
,,13367,U+13367,V001E,,V-01-009,,600,C
,,13368,U+13368,V001F,,V-01-010,,700,C
,,13369,U+13369,V001G,,V-01-011,,800,C
,,1336A,U+1336A,V001H,,V-01-012,,900,C
,,1336B,U+1336B,V001I,,V-01-013,,500,C
V2,kEH_HG,1336C,U+1336C,V002,V2,V-01-019,"A horizontal line, intersected in the middle by a coil of rope (V1).","Logogram (to drag, to pull, to draw)",C
Ff6,kEH_JSesh,1336D,U+1336D,V002A,Ff6,V-01-052,"Hieroglyphic representation of the Hieratic form of a horizontal line, intersected in the middle by a coil of rope (V2).",Phonemogram,C
V3,kEH_HG,1336E,U+1336E,V003,V3,V-01-021,"A horizontal line, intersected in the middle by three coils of rope (V1).",Phonemogram,C
V4,kEH_HG,1336F,U+1336F,V004,V4,V-01-029,"A lasso, with a big loop at the front, with a tie at the front and a small loop at the back, with an upward, downward curving line behind the loop.",Phonemogram,C
V5,kEH_HG,13370,U+13370,V005,V5,V-01-036,"A looped rope, with two small loops at the bottom, and a small loop within a big loop above the small loops.",Logogram (foundation),C
V6,kEH_HG,13371,U+13371,V006,V6,V-01-041,A loop of cord with the ends upwards.,Phonemogram,C
V7,kEH_HG,13372,U+13372,V007,V7,V-01-045,A loop of cord with the ends downwards.,Phonemogram,C
V60,kEH_HG,13373,U+13373,V007A,V60,V-04-003,A folded piece of cloth.,Classifier cloth,C
V49A,kEH_HG,13374,U+13374,V007B,V49A,V-01-047,"A loop of cord with the ends downwards (V7), on top of a vertical line, on top of a horizontal base.",Phonemogram,C
V8,kEH_HG,13375,U+13375,V008,V8,V-01-048,"A half-round loaf of bread (X1), written inside a loop of cord with the ends downwards (V7).",Phonemogram,C
V9,kEH_HG,13376,U+13376,V009,V9,V-02-003,A cartouche in a round form.,"Logogram (to surround, to encircle)",C
V10,kEH_HG,13377,U+13377,V010,V10,V-03-005,An oval cartouche.,Logogram (name),C
V11,kEH_HG,13378,U+13378,V011,V11,V-03-017,"The rear half of a cartouche, with the opening to the back.","Classifier half, part, portion",C
V11A,kEH_HG,13379,U+13379,V011A,V11A,V-03-018,,,C
,,1337A,U+1337A,V011B,,V-03-019,,,C
,,1337B,U+1337B,V011C,,V-03-020,,,C
V12,kEH_HG,1337C,U+1337C,V012,V12,V-04-005,A band of string or fabric.,Classifier papyrus/book/document,C
H27,kEH_HG,1337D,U+1337D,V012A,H27,H-08-007,A feather bent forward.,Phonemogram,C
,,1337E,U+1337E,V012B,,V-04-007,"A wide band of string or fabric, with the shorter section lying on top of the larger section.",Classifier papyrus/book/document,C
V13,kEH_HG,1337F,U+1337F,V013,V13,V-04-011,A rope used for the tethering of animals.,Phonemogram,C
V14,kEH_HG,13380,U+13380,V014,V14,V-04-013,"A rope used for the tethering of animals, with an diacritic stroke added to the large loop.",Phonemogram,C
V15,kEH_HG,13381,U+13381,V015,V15,V-04-017,"A rope used for the tethering of animals (V13), written on top of legs in a walking posture, feet orientated towards the reading direction (D54).",Phonemogram,C
V16,kEH_HG,13382,U+13382,V016,V16,V-04-022,"A looped cord, used as a hobble for cattle, with two horizontal loops and eight vertical loops.",Phonemogram,C
V17,kEH_HG,13383,U+13383,V017,V17,V-04-026,A rolled-up herdsman's shelter of papyrus with a rectangle at either side of the loop.,Logogram (protection),C
V18,kEH_HG,13384,U+13384,V018,V18,V-04-030,A rolled-up herdsman's shelter of papyrus.,Logogram (protection),C
V19,kEH_HG,13385,U+13385,V019,V19,V-04-031,A hobble for cattle with a crossbar.,Logogram (stable),C
V20,kEH_HG,13386,U+13386,V020,V20,V-04-038,A hobble for cattle without a crossbar.,Logogram (10),C
,,13387,U+13387,V020A,,V-04-040,,20,C
,,13388,U+13388,V020B,,V-04-041,,30,C
,,13389,U+13389,V020C,,V-04-042,,40,C
,,1338A,U+1338A,V020D,,V-04-043,,50,C
,,1338B,U+1338B,V020E,,V-04-044,,60,C
,,1338C,U+1338C,V020F,,V-04-045,,70,C
,,1338D,U+1338D,V020G,,V-04-046,,80,C
,,1338E,U+1338E,V020H,,V-04-047,,90,C
,,1338F,U+1338F,V020I,,V-04-048,,20,C
,,13390,U+13390,V020J,,V-04-049,,30,C
,,13391,U+13391,V020K,,V-04-050,,40,C
,,13392,U+13392,V020L,,V-04-051,,50,C
V21,kEH_JSesh,13393,U+13393,V021,V21,V-04-055,"A cobra in repose (Naja haje) (I10), written over a hobble for cattle without a crossbar (V20).",Logogram (stable),C
V22,kEH_HG,13394,U+13394,V022,V22,V-05-001,A whip.,Phonemogram,C
V23,kEH_HG,13395,U+13395,V023,V23,V-05-002,"A whip, without internal detail.",Phonemogram,C
V23A,kEH_HG,13396,U+13396,V023A,V23A,V-05-003,A whip with a loop at the front.,Phonemogram,C
V24,kEH_HG,13397,U+13397,V024,V24,V-06-001,A string wound on a stick.,Phonemogram,C
V25,kEH_HG,13398,U+13398,V025,V25,V-06-002,"A string wound on a stick, with a tie sticking out at the front.",Phonemogram,C
V26,kEH_HG,13399,U+13399,V026,V26,V-07-001,"A double forked tool for the mending of nets, with a broad middle section.",Phonemogram,C
V27,kEH_HG,1339A,U+1339A,V027,V27,V-07-002,"A double forked tool for the mending of nets, with a thin middle section.",Phonemogram,C
V28,kEH_HG,1339B,U+1339B,V028,V28,V-08-001,"A wick of twisted flax, consisting of three loops.",Phonemogram,C
V71,kEH_HG,1339C,U+1339C,V028A,V71,V-08-009,"A forearm, with the palm of the hand facing upwards (D36), written over a wick of twisted flax, consisting of three loops (V28).",Phonemogram,L
V29,kEH_HG,1339D,U+1339D,V029,V29,V-08-032,A swab made from a hank of fiber with two loops.,Phonemogram,C
V90,kEH_HG,1339E,U+1339E,V029A,V90,V-08-047,"A swab made from a hank of fiber with two loops (V29), written over a wickerwork basket with a handle, orientated with the handle to the back (V31).",Phonemogram,L
V30,kEH_HG,1339F,U+1339F,V030,V30,V-09-001,A wickerwork basket.,Phonemogram,C
,,133A0,U+133A0,V030A,,V-09-002,,,L
V31,kEH_HG,133A1,U+133A1,V031,V31,V-09-009," A wickerwork basket with a handle, orientated with the handle to the back.",Phonemogram,C
V31A,kEH_HG,133A2,U+133A2,V031A,V31A,V-09-010," A wickerwork basket with a handle, orientated with the handle to the front.",Phonemogram,L
V32,kEH_HG,133A3,U+133A3,V032,V32,V-11-003,A wickerwork frail with ties.,Phonemogram,C
V33,kEH_HG,133A4,U+133A4,V033,V33,V-12-003,"A bag or a sack of linen, with a tie towards the front, and a (small) loop at the back.",Classifier linen,C
US1V33AEXTU,kEH_JSesh,133A5,U+133A5,V033A,US1V33AEXTU,V-12-005,"An oval bag or sack with linen, without ties or loops, with three horizontal lines over the bag.","Classifier sack, bundle",C
V34,kEH_HG,133A6,U+133A6,V034,V34,V-12-006,"A bag or a sack of linen, with a tie towards the front, and a (small) loop at the back, with a horizontal line over the bag.",Classifier (perfume),C
V35,kEH_HG,133A7,U+133A7,V035,V35,V-13-001,"A bag or sack of linen, with a hollow bottom.",Logogram (linen),C
V36,kEH_HG,133A8,U+133A8,V036,V36,V-14-009,"A sheath or receptacle with V shaped indentation at the top, bound at the top with a tie at the backside.",Phonemogram,C
V37,kEH_HG,133A9,U+133A9,V037,V37,V-15-002,A fastening knot of a dress on the shoulder.,Phono-repeater,C
F143A,kEH_HG,133AA,U+133AA,V037A,F143A,V-15-006,"A basket-shaped bag with a tied off end at the front, resembling a loop / A uterus of a cow, tied off at the front.",Phonemogram,C
V38,kEH_HG,133AB,U+133AB,V038,V38,V-15-001,A bandage.,"Classifier to bandage, to wrap",C
V39,kEH_HG,133AC,U+133AC,V039,V39,S-18-001,"A tie or straps with a loop at the top, and a downward hanging loop at either side of the strings.",Logogram (Tit-amulet),C
V20h,kEH_HG,133AD,U+133AD,V040,V20h,V-04-052,,10,C
,,133AE,U+133AE,V040A,,V-04-053,,20,C
W1,kEH_HG,133AF,U+133AF,W001,W1,W-01-001,"A sealed ointment jar, with ties.","Classifier oil, unguent",C
W2,kEH_HG,133B0,U+133B0,W002,W2,W-01-002,"A sealed ointment jar, without ties.",Phonemogram,C
W3,kEH_HG,133B1,U+133B1,W003,W3,W-02-001,An alabaster basin with a diamond shaped inner marking.,Logogram (festival),C
,,133B2,U+133B2,W003A,,W-02-002,,,L
W4,kEH_HG,133B3,U+133B3,W004,W4,O-11-013,"An open booth supported by a pole (O22), on top of an alabaster basin with a diamond shaped inner marking (W3).",Logogram (festival),C
W5,kEH_HG,133B4,U+133B4,W005,W5,W-02-009,"A butcher's block (T28), on top of an alabaster basin with a diamond shaped inner marking (W3).",Logogram (lector priest),C
W6,kEH_HG,133B5,U+133B5,W006,W6,W-11-077,A flat bottom cauldron with handles and an upstanding rim.,Classifier cauldron,C
W7,kEH_HG,133B6,U+133B6,W007,W7,W-11-012,A granite vessel with small handles.,Classifier granite,C
W8,kEH_HG,133B7,U+133B7,W008,W8,W-11-119,"A low broad oval, with a triangular shape at both short ends of the oval.",Phono-repeater,C
W9,kEH_HG,133B8,U+133B8,W009,W9,W-03-007,"A stone jug with a large handle connecting to the rim, and a small round handle.",Phonemogram,C
W9R,kEH_JSesh,133B9,U+133B9,W009A,W9R,W-03-008,,,L
W10,kEH_HG,133BA,U+133BA,W010,W10,W-04-001,A wide cup.,Phonemogram,C
W10A,kEH_HG,133BB,U+133BB,W010A,W10A,W-04-002,A wide cup with a spout.,Phonemogram,C
W11,kEH_HG,133BC,U+133BC,W011,W11,W-05-005,A ring-stand for jars.,Phonemogram,C
W12,kEH_HG,133BD,U+133BD,W012,W12,W-05-007,"A ring-stand for jars, with a level bottom.",Phonemogram,C
W13,kEH_HG,133BE,U+133BE,W013,W13,W-05-008,A red earthenware pot.,Classifier red (earthenware) vessel,C
W14,kEH_HG,133BF,U+133BF,W014,W14,W-06-001,A tall water pot.,Phonemogram,C
,,133C0,U+133C0,W014A,,W-06-033,,,L
W15,kEH_HG,133C1,U+133C1,W015,W15,W-06-018,"A tall water pot, with a forward, downward line of liquid coming from the top of the vessel.","Logogram (to be cool, to cool)",C
W16,kEH_HG,133C2,U+133C2,W016,W16,W-06-032,"A tall water pot with a spout at the back, with a forward, downward line of liquid coming from the top of the vessel; inside a ring-stand.",Classifier libation water,C
W17,kEH_HG,133C3,U+133C3,W017,W17,W-06-034,Three sealed water pots in a rack.,Phonemogram,C
US22W17BVARE,kEH_JSesh,133C4,U+133C4,W017A,US22W17BVARE,W-06-051,"A schematic representation of three sealed water pots in a rack, without horizontal line at the bottom, with the downward curving lines descending to the bottom.",Phonemogram,C
W18,kEH_HG,133C5,U+133C5,W018,W18,W-06-037,Four sealed water pots in a rack.,Phonemogram,C
US22W17BVARD,kEH_JSesh,133C6,U+133C6,W018A,US22W17BVARD,W-06-052,,,C
W19,kEH_HG,133C7,U+133C7,W019,W19,W-07-001,A milk jar in a carrying sling.,Phonemogram,C
W20,kEH_HG,133C8,U+133C8,W020,W20,W-07-006,"A milk jar with two horizontal lines over the jar, with a leaf covering the milk.",Classifier milk,C
W21,kEH_HG,133C9,U+133C9,W021,W21,W-10-007,"A twin set of conical wine jars, bound together.",Classifier wine,C
W22,kEH_HG,133CA,U+133CA,W022,W22,W-11-042,A beer-jug.,Logogram (beer),C
W23,kEH_HG,133CB,U+133CB,W023,W23,W-11-013,A flat bottom jar with handles.,Logogram (beer),C
W24,kEH_HG,133CC,U+133CC,W024,W24,W-11-020,A round vessel with an upstanding rim.,Phonemogram,C
,,133CD,U+133CD,W024A,,W-11-027,,,L
W25,kEH_HG,133CE,U+133CE,W025,W25,W-11-023,"A round vessel with an upstanding rim (W24), on top of long legs in a walking posture, feet orientated towards the reading direction.",Phonemogram,C
X1,kEH_HG,133CF,U+133CF,X001,X1,X-01-001,A half round loaf of bread.,Phonemogram,C
X2,kEH_HG,133D0,U+133D0,X002,X2,X-02-001,A loaf of bread with a horizontal line inside the bread.,Logogram (bread),C
X3,kEH_HG,133D1,U+133D1,X003,X3,X-03-010,"A loaf of bread, without internal detail.",Classifier bread/food,C
X4F,kEH_HG,133D2,U+133D2,X004,X4F,X-04-010,"A roll of bread, with a diamond in the middle.",Classifier festival,C
X4A,kEH_JSesh,133D3,U+133D3,X004A,X4A,X-04-008,"An roll of bread, with round imprints at the var sides and in the middle.",Phonemogram,C
,,133D4,U+133D4,X004B,,X-04-011,A roll of bread without internal detail.,"Classifier bread, festival; Phonemogram t; Logogram t (bread); Phono-repeater: sn, fḳꜣ",C
X5,kEH_HG,133D5,U+133D5,X005,X5,X-05-001,"An horizontal oval shape, with two upward curving strokes added at the front short side.",Phono-repeater,C
